content,score,at,app
nice,5,2025-08-03 05:05:26,Lazada
delivery is the slowest compared to shopee and TikTok shop,2,2025-08-03 05:04:50,Lazada
"Keep on facing free shipping voucher issues. Last month my account was missing out with free shipping min spend rm15, it was an unpleasant experience as the CS treated me like a ball, it took almost 3 weeks to settle. Then these days again happened only 2 free shipping voucher for me with min spend rm100. Ridiculous!!!!!!! This issue keep on happening before big sales. So disappointed after 4 years of support end up the service and promotion become worse.",1,2025-08-03 04:47:04,Lazada
ANG BAGAL NG LEXPH,1,2025-08-03 04:17:56,Lazada
"sampe sekarang belum paham fungsi pesan broadcast, ga berguna, ganggu banget, cuma menuh menuhi pesan masuk",1,2025-08-03 04:15:51,Lazada
❤️❤️❤️,5,2025-08-03 04:12:28,Lazada
good,5,2025-08-03 03:46:35,Lazada
I can't stand this app so I uninstalled it. PRIVACY INVADER!!! I'm annoyed because it pastes from my clipboard without permission everytime I opened it. Better before. Now garbage.,1,2025-08-03 03:45:13,Lazada
beey nice apps,5,2025-08-03 03:38:06,Lazada
Maka save Ka po talaga Sa lazada,5,2025-08-03 03:11:37,Lazada
Tagal ng delivery,1,2025-08-03 03:10:18,Lazada
"NAKAKABADTRIP GAMITIN APP NIYO NAKAPA DAMING CHECHE BURECHE I DONT RECOMMEND THIS ID RATHER USE SHOPEE, UNG MGA PRODUCT NA BINEBENTA NG SELLER NIYO KUNG HINDI LUMA SIRA NAMAN, UNG LAZADA WALLET PERO AYAW IPAGAMIT ANO UN? DISPLAY?",1,2025-08-03 03:10:13,Lazada
great,5,2025-08-03 03:06:21,Lazada
GOOD SERVICE,5,2025-08-03 02:54:37,Lazada
Best deals as always. Everything I need is hear without me going out!,5,2025-08-03 02:40:53,Lazada
ok,5,2025-08-03 02:23:26,Lazada
Exceptional and convenient shopping.,5,2025-08-03 02:18:20,Lazada
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , and gyrating",5,2025-08-03 01:57:03,Lazada
this app it's god this all items it's very low price and I love lozada,5,2025-08-03 01:48:00,Lazada
good,5,2025-08-03 01:33:33,Lazada
galing pag G Cash wala ng validation wew,5,2025-08-03 01:26:16,Lazada
Good job Lazada!God bless you,5,2025-08-03 01:26:04,Lazada
There is a problem redeeming coins in the coins mission. Please fix. Thanks,3,2025-08-03 01:24:22,Lazada
A very bad experience. Their courier is the worst.,1,2025-08-03 01:13:47,Lazada
"0 stars for the tardiness!!! My orders where already at the delivery hub near me and was right there for 3 days straight already, and up until now it's still not out for delivery 🤬🤬 You guys isn't like this before even if you guys have high volume of parcels, you still deliver within the day that the parcel arrive at the delivery hub!!!",1,2025-08-03 01:04:09,Lazada
nice quality Ang good delivery,5,2025-08-03 00:46:40,Lazada
good....,5,2025-08-03 00:41:17,Lazada
very nice 👍,5,2025-08-03 00:33:07,Lazada
they don't deliver what ordered,1,2025-08-03 00:30:41,Lazada
good,5,2025-08-03 00:24:26,Lazada
it's always have an error issue.,1,2025-08-03 00:17:04,Lazada
Ok,4,2025-08-02 23:59:25,Lazada
nice,5,2025-08-02 23:43:37,Lazada
Very good,5,2025-08-02 23:31:53,Lazada
thank you for your help,3,2025-08-02 23:27:48,Lazada
super ganda ni Lazada ang dami xa pa free i love you Lazada,5,2025-08-02 23:22:15,Lazada
excellent 👌,5,2025-08-02 23:10:34,Lazada
good product...,5,2025-08-02 21:32:50,Lazada
Nice and easy to order,5,2025-08-02 21:25:04,Lazada
easy,5,2025-08-02 20:39:54,Lazada
ang ganda,5,2025-08-02 20:21:43,Lazada
good,5,2025-08-02 19:49:36,Lazada
its very nice app,5,2025-08-02 19:24:34,Lazada
chanchan,5,2025-08-02 18:52:59,Lazada
good,5,2025-08-02 17:14:05,Lazada
I love it lazada,5,2025-08-02 17:13:20,Lazada
Sangat mudah prosesnya,5,2025-08-02 17:11:02,Lazada
nic,5,2025-08-02 16:13:51,Lazada
good,5,2025-08-02 16:07:58,Lazada
เปิดแอปขายของที่ดีสินค้ามีคุณภาพดีมากส่งเร็วทันใจ,5,2025-08-02 15:51:34,Lazada
"in the settings there is an option ""allow my contact list to search me"" when I disable, go back, then go back account security, it reverts back to on. I cannot permanently disable this function. this is a bug that can be repeatable and persistent.",1,2025-08-02 15:22:59,Lazada
so good,5,2025-08-02 15:18:18,Lazada
"don't use this app cause my aunt got scammed by using this, I recommend using shoppee",1,2025-08-02 15:05:43,Lazada
"All Good, Alhamdullilah 😇",5,2025-08-02 14:49:32,Lazada
liget,5,2025-08-02 14:44:27,Lazada
garbage app,1,2025-08-02 14:41:14,Lazada
good.,5,2025-08-02 14:22:52,Lazada
Nice,5,2025-08-02 14:17:14,Lazada
very convenient in terms of online shopping.,5,2025-08-02 13:53:21,Lazada
ok,5,2025-08-02 13:43:30,Lazada
this app is useful and great,5,2025-08-02 13:38:32,Lazada
good,3,2025-08-02 12:43:50,Lazada
nice 👍👍,5,2025-08-02 12:21:45,Lazada
good 👍,4,2025-08-02 12:15:40,Lazada
Pretty convenient whatever you need to buy.,5,2025-08-02 11:30:32,Lazada
"disappointing site! three products become cancelled with no apparent reason that is valid then, finally ordering one product with no issues from the rider the problem now is from the seller which gives wrong and incomplete product i can't even access my cash on delivery any more it only wants online payment the heck? more advertising to scamming sellers?.",1,2025-08-02 11:19:46,Lazada
"Lazada has a wide variety of products and good deals, especially during sales. Ordering is simple and delivery is mostly on time. Some sellers aren’t great, so reviews really help. Overall, a solid shopping app.",5,2025-08-02 11:14:03,Lazada
good,5,2025-08-02 11:10:45,Lazada
disturbed,1,2025-08-02 11:09:33,Lazada
sensational and affordable,5,2025-08-02 10:36:08,Lazada
ang tagal nang delivery nila. Kung sa shopee ay inaabot nang 3 days sa inyo ay 10 days. 😂😂😂,1,2025-08-02 10:21:00,Lazada
good but sometimes its doing bad i can't check out because of oco1,3,2025-08-02 09:31:07,Lazada
"dissatisfied with shopping experience. thjs lazada apps is not helpful, not recommended to use it. much better to use shoppe apps",1,2025-08-02 08:38:24,Lazada
"good , i get discounts. its fun",5,2025-08-02 07:55:26,Lazada
convenience of online shopping,5,2025-08-02 07:54:47,Lazada
customer service sucks! have some live people deal with the issues not that ai automated answers,1,2025-08-02 07:41:37,Lazada
very fast to order,5,2025-08-02 07:23:05,Lazada
mantap,5,2025-08-02 07:06:41,Lazada
👍🏼👍🏼👍🏼,5,2025-08-02 07:03:14,Lazada
nice application,5,2025-08-02 07:00:01,Lazada
thank you,4,2025-08-02 06:56:06,Lazada
🥰,5,2025-08-02 06:43:17,Lazada
verry good app,5,2025-08-02 06:39:09,Lazada
legit talaga dta sa Lazada five ⭐⭐⭐⭐⭐,5,2025-08-02 06:33:05,Lazada
i can't log in and can't make a new account it always say security lock. I'm so very very disappointed,1,2025-08-02 06:29:33,Lazada
not recommendable to use this kind of apps to order because it is very poor and it is very slow service of processing to shipment your order here in lazada and very to long to wait to receive my goodness its almost 1week estimated date schedule of your order processing damn wasting time to wait to receive orders and no expidite request on lazada service unlike shopee so fast to receive orders and they have also expidite request service.tapos chatbot lang nakakausap need tawagan agent sa number,1,2025-08-02 06:29:12,Lazada
bahhaha,5,2025-08-02 06:22:47,Lazada
best,5,2025-08-02 06:01:26,Lazada
"paki ayos naman yung delivery service nyo! out for delivery today tapos hindi dumating, sayang lakad ko na importante sa paghintay sa wala!",1,2025-08-02 05:59:27,Lazada
"love it, very efficient",5,2025-08-02 05:56:27,Lazada
maganda,5,2025-08-02 05:17:23,Lazada
easy to used,5,2025-08-02 05:03:01,Lazada
good service,5,2025-08-02 05:01:43,Lazada
padu,5,2025-08-02 04:43:10,Lazada
I love using this app,5,2025-08-02 04:04:29,Lazada
100% all goods Standard si Lazada...,5,2025-08-02 03:58:25,Lazada
just awesome way of saving while shopping online,5,2025-08-02 03:50:37,Lazada
owesome,5,2025-08-02 03:37:42,Lazada
ok,5,2025-08-02 03:24:35,Lazada
Amazing,5,2025-08-02 03:23:31,Lazada
nah the items are good it's the shipment that i dont like! parcel is taking too long to deliver and very not responsive sellers.,1,2025-08-02 03:05:01,Lazada
Very convenient to buy all needs,5,2025-08-02 02:57:30,Lazada
"Coins and lazrewards are not being given anymore. Some coin tasks countdown then at 0 just don't give coins anymore. Lazrewards are not being given anymore with reviews. Both however ACT like you still receive it. So lazada is actively fooling its customers. Add to this the many scammers selling fake products (i.e it's really hard to find a legitimate phone, even LazMall stores sell fake products), and you can come to conclusion that Lazada is led by people that are just as bad as its sellers.",1,2025-08-02 02:46:08,Lazada
so good but there's a little scam,5,2025-08-02 02:33:15,Lazada
good,4,2025-08-02 02:32:22,Lazada
good!,5,2025-08-02 02:31:30,Lazada
useless apps I always can't use my lazpaylater even though I don't have any debts in here and always pay on time I think it's much easier and better on your rival e-commerce platform. Better to uninstall this app and to stick to your rival. Your lazpaylater is just for decorations only,1,2025-08-02 02:28:14,Lazada
liget,5,2025-08-02 02:25:52,Lazada
"I prefer using this online shopping app unlike the other one because this has so many voucher, cashback, free shipoing voucher, etc. Unlike in the other that only free shipping and cashback but in coins. And I can use 2 or more vocher unlike in other one that the maximum voucher that I can use is only one. Also the delivery is also fast even in overseas is also take only 3-7 days. EDIT: Please bring back free shipping with no minimum spend!!!",1,2025-08-02 01:50:22,Lazada
real,5,2025-08-02 01:20:21,Lazada
better than shoppee,5,2025-08-02 01:07:51,Lazada
good,1,2025-08-02 01:06:23,Lazada
nice lazada,5,2025-08-02 01:01:32,Lazada
okay,5,2025-08-02 00:57:55,Lazada
more earns in lazada,5,2025-08-02 00:53:28,Lazada
Good,5,2025-08-02 00:23:17,Lazada
nice affordable,5,2025-08-02 00:06:29,Lazada
this app is useless I can't check out even though I'm a new user. It said that the voucher I use is there's something off but I only use the voucher that they offer for the new users,1,2025-08-01 23:53:36,Lazada
"Lazada is such a scam just a week ago I ordered a baggy pant but the pant that i received was not a baggy but skiny Jeans I was really furious but I can't do anything, I can't return it.",1,2025-08-01 23:37:24,Lazada
ok,5,2025-08-01 23:01:44,Lazada
great,4,2025-08-01 22:49:57,Lazada
very nice,5,2025-08-01 22:40:53,Lazada
Beware of this app. It will access your phone's clipboard immediately after opening the app. I quickly uninstalled and will no use this.,1,2025-08-01 21:25:04,Lazada
user friendly,5,2025-08-01 21:02:10,Lazada
Good,5,2025-08-01 20:00:57,Lazada
nice to order . ill buy more,5,2025-08-01 19:55:07,Lazada
"Postal ID is accepted in creating a wallet but when it's account verification, no Postal ID is in the options. I hope this one will be updated.",3,2025-08-01 19:17:20,Lazada
good 👍,5,2025-08-01 18:31:19,Lazada
sana naman gumanda na mga product Dito,5,2025-08-01 18:10:30,Lazada
nice products 🥰💖👍,5,2025-08-01 18:05:27,Lazada
remove your pop ups ads on my video,1,2025-08-01 18:01:54,Lazada
the best,5,2025-08-01 16:49:50,Lazada
HAPPY LNG,5,2025-08-01 16:05:26,Lazada
its easy to search and affordable,5,2025-08-01 16:02:09,Lazada
"Online Shopping at Lazada is a new market for me I found it have quite a big market place where are many great quality product, but there is a few thing to improvement as more details come deliverance, logistics that customer are able to reach not by call back to the HQ I use other platform they provide driver who delivers you goods, at the delivery part telling the parcel is who sending plus driver contact not like Lazada the delivery guy will simple take a picture not even at the location done",5,2025-08-01 15:49:46,Lazada
Awesome!!! 👍👍👍,5,2025-08-01 15:37:47,Lazada
Unresponsive Lazmart customer service. Beware with their promos...,1,2025-08-01 15:07:19,Lazada
"very good platform. prices very competitive, especially with free shipping cupons.",5,2025-08-01 14:56:20,Lazada
Good,4,2025-08-01 14:48:49,Lazada
good apps,5,2025-08-01 14:34:16,Lazada
very good,5,2025-08-01 13:41:51,Lazada
Good product,5,2025-08-01 13:34:12,Lazada
They have false advertisement and false price ads. Your item becomes more expensive when ordering multiple amount which should be cheaper when ordering more than one. This should have option to remove stars at all.,1,2025-08-01 13:01:05,Lazada
good quality items,5,2025-08-01 12:51:53,Lazada
Its Nice.,5,2025-08-01 12:39:32,Lazada
Nice app.,5,2025-08-01 12:38:46,Lazada
nice and helpful apps,5,2025-08-01 12:15:47,Lazada
good and nice,5,2025-08-01 11:47:48,Lazada
"I hope the every delivery items is great,",5,2025-08-01 11:44:46,Lazada
courier always decided to cancel my order,1,2025-08-01 11:41:31,Lazada
good to shop,5,2025-08-01 11:39:34,Lazada
not so good,3,2025-08-01 11:36:33,Lazada
bju sluar smua cntik ..harga pun berpatutan,5,2025-08-01 11:32:35,Lazada
bad.... A lot fake product selling and scammer seller.... Not a good online shopping platform anymore,1,2025-08-01 11:24:35,Lazada
good,5,2025-08-01 11:00:15,Lazada
parcel is good,5,2025-08-01 10:56:33,Lazada
Nice,4,2025-08-01 09:57:14,Lazada
So dis appointing Lazada become worst .....if this always happens no one already used Lazada especially cs they can't give proper explanation concerning in the prob ⭐⭐,2,2025-08-01 09:51:56,Lazada
waiting,5,2025-08-01 09:46:29,Lazada
terbaik,5,2025-08-01 09:43:21,Lazada
thank you for your on time delivery,5,2025-08-01 09:29:13,Lazada
"you have the worst delivery service, try using other logistics company",1,2025-08-01 09:27:10,Lazada
cool,5,2025-08-01 09:16:22,Lazada
maganda,5,2025-08-01 09:10:28,Lazada
mas okay shopee,1,2025-08-01 08:59:10,Lazada
good 😊,4,2025-08-01 08:57:31,Lazada
nice,5,2025-08-01 08:47:28,Lazada
delivery issue can't deliver my order,1,2025-08-01 08:41:22,Lazada
i cant get coopons anymore . no coopons apear there is nothing no free shipping nothing . i havent use them,5,2025-08-01 08:32:48,Lazada
ok,4,2025-08-01 08:30:02,Lazada
Most of the coins for most of the missions are not working. Cannot earn any coin after done the mission. Please fix it.,1,2025-08-01 08:01:45,Lazada
nice,5,2025-08-01 07:54:15,Lazada
good,5,2025-08-01 07:54:11,Lazada
nice app,5,2025-08-01 07:36:17,Lazada
goog,5,2025-08-01 07:32:14,Lazada
"Lazada doesn't have integrity, never took actions against those sellers who cheats on customers.",1,2025-08-01 07:23:14,Lazada
good,5,2025-08-01 07:21:46,Lazada
always shopping here ! platform for buying goods item !,5,2025-08-01 07:13:53,Lazada
buy videoke players,5,2025-08-01 07:05:03,Lazada
nice,5,2025-08-01 06:39:50,Lazada
they cancel my order and didnt return the voucher,1,2025-08-01 06:37:23,Lazada
i need more free delivery without min spend.,1,2025-08-01 06:25:15,Lazada
Nice,5,2025-08-01 06:14:24,Lazada
nice excellent,5,2025-08-01 06:12:23,Lazada
not so hard,3,2025-08-01 06:10:54,Lazada
amazing apps,5,2025-08-01 06:07:12,Lazada
very good ka Lazada,5,2025-08-01 06:06:31,Lazada
nice shopping,5,2025-08-01 06:05:38,Lazada
good,5,2025-08-01 05:55:40,Lazada
"very cutesy,very demure,very mindful",5,2025-08-01 05:47:03,Lazada
"very nice,ang bilis",4,2025-08-01 05:39:00,Lazada
thank lazada,5,2025-08-01 05:20:12,Lazada
try ko pang ok order ako ulit,5,2025-08-01 05:01:31,Lazada
great,5,2025-08-01 04:55:31,Lazada
This app is amazing,5,2025-08-01 04:47:51,Lazada
"honestly i dont like the new update of lazada. when you search an item in a flagship store or not flagship. they will display a search result that is not from the store, it is from the other store. please return back the feature were if you search the item in that store it only displays an item in that store, not included the item from other store.",3,2025-08-01 04:27:42,Lazada
too safe so good,5,2025-08-01 04:22:51,Lazada
Don't use if you don't want stress with lex or return refund. no real customer support. Promotes scammer sellers. Useless.,1,2025-08-01 04:18:34,Lazada
"there is no customer agent,",1,2025-08-01 03:58:30,Lazada
I hope that buyers can choose the logistics courier for their parcel just like Shopee. Since LEX which Lazada usually chooses for the delivery of packages is very unreliable and very slow. And also I hope buyers can easily ask for an expedite request of delivery just like Shopee.,2,2025-08-01 03:55:57,Lazada
nice,5,2025-08-01 03:55:04,Lazada
add keeps poping,1,2025-08-01 03:45:10,Lazada
okay,5,2025-08-01 03:13:11,Lazada
good,5,2025-08-01 03:11:02,Lazada
very good,5,2025-08-01 02:58:52,Lazada
good,5,2025-08-01 02:48:57,Lazada
ang bagal ng delivery sobra,1,2025-08-01 02:21:42,Lazada
Lazland water reward bug.,3,2025-08-01 02:19:00,Lazada
good,5,2025-08-01 02:16:17,Lazada
Sobrang tagal ng LEX PH! Dapat palitan nyo ng ibang courier.,1,2025-08-01 02:03:04,Lazada
For me you are the best Lazada 🎉🎉🎉 especially interms of the refund/return processing. Always keep up the good job 👍🎉🎉🎉,5,2025-08-01 01:57:44,Lazada
BUGOK NA APP BASURA,1,2025-08-01 01:50:41,Lazada
"thanks lazada,",5,2025-08-01 01:48:27,Lazada
"Selling unqualified products on this platform, requesting change the goods but the seller block it. try to contact the service... report the issue and any resolution.",1,2025-08-01 01:38:13,Lazada
lazada bast to buy aquarium fish 👍,5,2025-08-01 01:36:17,Lazada
Notifikasi pop up terlalu mengganggu dan tetap muncul di Home screen meskipun semua setting notifikasi sudah dinonaktifkan di aplikasi,1,2025-08-01 01:29:05,Lazada
okay,5,2025-08-01 01:23:07,Lazada
ayos na mura Naman pero kapag e order na nag e error bwesit ka,1,2025-08-01 01:15:36,Lazada
nice too product,5,2025-08-01 01:12:09,Lazada
5 stars. increase my lazpaylater limit. I already have 100k on spaylater and 60k sloan limit. laz only gave me 11k credit. LOL,5,2025-08-01 00:30:07,Lazada
Soo very nice,5,2025-08-01 00:29:11,Lazada
👍,1,2025-08-01 00:22:15,Lazada
Nice,5,2025-07-31 23:54:10,Lazada
Worst service,1,2025-07-31 23:30:39,Lazada
good app,5,2025-07-31 23:24:18,Lazada
Awesome,5,2025-07-31 23:16:16,Lazada
good,3,2025-07-31 22:47:01,Lazada
good,5,2025-07-31 22:37:19,Lazada
many good bargain offers BUT most of the time you have to look for vouchers. hope its automatic specifically for free shipping,4,2025-07-31 22:20:44,Lazada
What happen to you lazada I can't use my voucher .,3,2025-07-31 21:08:22,Lazada
easy,5,2025-07-31 21:06:27,Lazada
it's easy,5,2025-07-31 20:23:06,Lazada
salamat po mga sir/ madam🤣,5,2025-07-31 20:16:44,Lazada
good,5,2025-07-31 19:32:29,Lazada
best online shop,5,2025-07-31 17:34:25,Lazada
Happy shopping,5,2025-07-31 16:54:58,Lazada
QC to CAVITE TOOK 5 DAYS to be delivered. di na masaya mag order here!,1,2025-07-31 16:25:12,Lazada
good Evrything,5,2025-07-31 16:13:19,Lazada
🥰🥰,5,2025-07-31 15:35:47,Lazada
they canceled my order without notifiying,4,2025-07-31 15:24:57,Lazada
walang kwenta ang customer support! mga riders hindi nagdedeliver ng orders,1,2025-07-31 15:18:15,Lazada
🥰😘,5,2025-07-31 15:06:51,Lazada
"I ordered two safety vaults, paid via lazpaylater. I received two packs of facemask. Applied for a refund. I was refunded through my lazada wallet, not through the original payment method, for the price of the two safety vaults. Now, I was forced to pay for the interest, merchandise protection, and late due fees for a product I did not receive. This is a clear scam.",1,2025-07-31 14:59:56,Lazada
"Slow delivery. Amazon is faster. At the very least, Amazon lets us pick the type of delivery if we want the standard delivery or faster delivery",2,2025-07-31 14:41:45,Lazada
lovely app,5,2025-07-31 14:31:07,Lazada
stupid laz please stop spamming my chat box. keep voucher in promo tab or whatsoever.,1,2025-07-31 14:14:06,Lazada
Very helpful,5,2025-07-31 13:57:25,Lazada
ok,5,2025-07-31 13:53:30,Lazada
"so many legit branded items to choose from, easy to pay and many discounted items sales, cashback, voucher and many more...",5,2025-07-31 13:36:28,Lazada
l am very happy,5,2025-07-31 13:01:29,Lazada
very great,5,2025-07-31 12:51:06,Lazada
"Cuma kurang 1 fitur yaitu : Note/catatan untuk penjual, karna kalo via chat suka slow respon bahkan no respon. semoga update selanjutnya ada fitur ""Note untuk penjual"" karna di shopee, tiktokshop, tokped dah pada ada fitur tersebut. terima kasih",4,2025-07-31 11:52:05,Lazada
good,5,2025-07-31 11:50:32,Lazada
good 👍,5,2025-07-31 11:47:39,Lazada
why you remove the COD and changed it to COD plus?i suggest that you bring the COD without plus and add as option the COD plus,3,2025-07-31 11:32:30,Lazada
good luck,5,2025-07-31 11:25:31,Lazada
good,5,2025-07-31 11:24:57,Lazada
good,5,2025-07-31 10:46:18,Lazada
wonderful,5,2025-07-31 10:32:59,Lazada
Good app,5,2025-07-31 10:32:45,Lazada
good,5,2025-07-31 10:26:56,Lazada
nice app,5,2025-07-31 10:21:43,Lazada
okey,5,2025-07-31 09:53:21,Lazada
"Locked my verified account after logging into the app for the first time. Lazada doesn't even provide a way to recover it. Terrible app, terrible service.",1,2025-07-31 09:39:44,Lazada
I love lazada,5,2025-07-31 09:30:58,Lazada
"Seller-centric. Due to that, a safe haven for scammers. It's hard to get a refund even with definitive proof.",1,2025-07-31 09:09:02,Lazada
Seller-centric. Will reject refunds even with enough proof and for regular customers. I had to report them to DTI just to get my 120 peso refund. Unbelievably absurd! Go with Shopee!,1,2025-07-31 09:01:52,Lazada
good,5,2025-07-31 08:58:41,Lazada
A great app for online shopping. It has a wide variety of platforms and you can almost find anything you want on it. Very accessible and easy to navigate.,5,2025-07-31 08:37:11,Lazada
Good!,5,2025-07-31 08:24:05,Lazada
too long to deliver😪,1,2025-07-31 07:50:13,Lazada
fast delivery transactions,5,2025-07-31 07:37:52,Lazada
amazing application 👏👏👏 keep on good work 👍👍👍,5,2025-07-31 07:00:35,Lazada
"can't sign in also says user has risk, can't sign in because my account is locked wow",1,2025-07-31 06:44:49,Lazada
good product and fast delivery,5,2025-07-31 06:44:48,Lazada
okay,5,2025-07-31 06:05:18,Lazada
nice,5,2025-07-31 05:18:01,Lazada
it's a great reliable online shopping with a wide variety products .it's good.,5,2025-07-31 05:16:04,Lazada
banyak diskon,5,2025-07-31 05:09:36,Lazada
"Lazada app paste from my clipboard whenever I open it, how to disable this function it's creepy",1,2025-07-31 04:54:00,Lazada
excellent 👍👌,5,2025-07-31 04:42:59,Lazada
good,5,2025-07-31 04:36:29,Lazada
good,5,2025-07-31 04:32:45,Lazada
very good,4,2025-07-31 04:31:23,Lazada
Why is there no GCash for cashing in?,2,2025-07-31 04:04:19,Lazada
My online shopping go-to application. but I am hoping they exert more effort in purging the platform and get rid of scam sellers and stores selling fake products with some just purely scamming people.,4,2025-07-31 03:50:02,Lazada
Low cost and fast delivery well apps ..,5,2025-07-31 03:34:34,Lazada
very good,5,2025-07-31 03:24:06,Lazada
Love it,1,2025-07-31 03:19:12,Lazada
Nice better to use this..,3,2025-07-31 03:16:13,Lazada
very good,5,2025-07-31 02:49:40,Lazada
generally happy with the service.,5,2025-07-31 02:44:57,Lazada
A good and trusted offer from Lazada. Keep it up.,5,2025-07-31 02:21:54,Lazada
good unless you get a lazy courier. for some reason some packages may get dispatched to a courier who decides personally he does not want to deliver it. most likely because it is out of his way. so they lie on the app and say you refused delivery then your package gets sent back and takes weeks to return after you already waited weeks for the delivery. Lazada doesn't seem to care as I've had this happen multiple times and reported the courier each time.,3,2025-07-31 02:19:33,Lazada
good,5,2025-07-31 02:01:31,Lazada
LAZADA OCO1 VIRUS,1,2025-07-31 01:20:45,Lazada
nice item,5,2025-07-31 01:06:25,Lazada
good,5,2025-07-31 00:58:16,Lazada
good,5,2025-07-31 00:56:54,Lazada
nice,5,2025-07-31 00:09:15,Lazada
ok pang shoping online. pde utang o lazpaylater. ayos n ayos,5,2025-07-30 23:52:52,Lazada
order stuck. cant refund cant be cancelled..it has been paid and its now 3 weeks delayed delivery. nothing can do,1,2025-07-30 23:02:00,Lazada
"kepada Pihak lazada, mohon untuk selektif lagi kalau ada penjual nakal, tidak amanah atau nipu langsung dilakukan pembekuan akun sementara, kemudian di lakukan tindak lanjut agar tidak menipu pelanggan lain juga. Soalnya saya beli sepatu yang datang sandal di lakukan return tapi belum di Acc², di chat penjualnya jg tdk kooperatif. dan ternyata banyak pelanggan lain juga seperti itu kena tipu pesanya sepatu atau baju tapi yang dikirm sandal.",2,2025-07-30 22:50:21,Lazada
good but said free shipping but charge for shipping. leche flan!,5,2025-07-30 22:29:08,Lazada
favorite apps,5,2025-07-30 22:25:08,Lazada
"Paid for an item, says ""Payment pending"" for 24 hours then order was cancelled. Never got my money back, Lazada robbed me.",1,2025-07-30 22:24:08,Lazada
I live in the USA can I not use this app,1,2025-07-30 21:51:00,Lazada
Super disappointing delivery and customer service. WORST,1,2025-07-30 21:50:34,Lazada
I💙Lazada,5,2025-07-30 21:02:50,Lazada
nice Ang bilis Ng delivery ☺️☺️☺️ thank you rider,5,2025-07-30 21:00:42,Lazada
BEWARE OF LAZADA! They will leak your personal information with your ID picture included in social media. Data Privacy is ignored.,1,2025-07-30 20:35:25,Lazada
kahit Anong apps gamitin ko puro kayo adds,2,2025-07-30 19:41:17,Lazada
good products,3,2025-07-30 19:30:49,Lazada
"it has free shipping vouchers , laz rewards and gold coins so you can save more!❤️",5,2025-07-30 18:55:47,Lazada
"This is my go to app for online shopping, kudos to you buddy!",5,2025-07-30 17:24:32,Lazada
good,5,2025-07-30 16:39:59,Lazada
its ok,4,2025-07-30 16:33:56,Lazada
5star,5,2025-07-30 15:49:06,Lazada
"very bad, you're couriers doesn't even try to contact and just cancels the order you're sellers are good but the Couriers are bad",1,2025-07-30 15:30:15,Lazada
very satisfied,5,2025-07-30 15:09:01,Lazada
thanks you 🙏🙏,5,2025-07-30 15:02:45,Lazada
very nice,5,2025-07-30 14:44:18,Lazada
nice,5,2025-07-30 14:22:24,Lazada
good,4,2025-07-30 14:19:35,Lazada
Good quality,5,2025-07-30 14:00:33,Lazada
ok,5,2025-07-30 13:55:41,Lazada
good app,5,2025-07-30 13:04:13,Lazada
good quality Give 1piso for free,5,2025-07-30 12:46:29,Lazada
good,5,2025-07-30 12:35:32,Lazada
love it,5,2025-07-30 12:28:53,Lazada
easy shipping no hurdles,5,2025-07-30 12:01:44,Lazada
"A very trustworthy merchant, everything you need can be found in one basket and the basket is LAZADA, CHEERS!",5,2025-07-30 11:50:14,Lazada
Useless Agents,1,2025-07-30 11:46:11,Lazada
"That's great app for online marketing, Even if didn't received the items they'll fully refundable amount of the item",5,2025-07-30 11:31:11,Lazada
"Lazada is a perfect delivery app not complicated to use, shipping within or from another country all simple best part is items of all kinds sports, utensils, Electronics and thing and no lies involve what u pay for is exactly what you'll receive shipping don't take long and they offers discounts and coins as u keep using best App.",5,2025-07-30 11:25:41,Lazada
freeze lagging,1,2025-07-30 11:10:04,Lazada
I hope fast dilevery my order specially pilipiniana gown.,2,2025-07-30 10:49:05,Lazada
verry good,1,2025-07-30 10:27:34,Lazada
ilikeit and iloveit ❤️,5,2025-07-30 10:24:29,Lazada
"Lazada HCI Principle Violated: Match between System and the Real World Usability Issue: Product categories are unclear or mislabeled (e.g., “Home Living” vs. “Home Essentials”). Suggestion: Use real-world terms and consistent category naming. Include clear icons and subcategories to guide user expectations.",3,2025-07-30 10:14:24,Lazada
very satisfy,5,2025-07-30 10:14:12,Lazada
Best application,4,2025-07-30 10:13:07,Lazada
nice,5,2025-07-30 09:59:10,Lazada
mantul,5,2025-07-30 09:05:22,Lazada
"Beware of Lazada!! Don't trust Lazada!They froze my account without any concrete evidence. My mum let me use her credit card & they suspected that I'm a scammer & froze my account. Now I have my own debit card with my own name on it. Did they think I stole someone's card with my own name on it? Ridiculous!!! This is the second time they wrote me a nice email saying they will look into the matter and get it fixed ASAP, and I have replied and until now no response from them. Shopee is much better.",1,2025-07-30 08:47:10,Lazada
very good 👍❤️,5,2025-07-30 08:31:28,Lazada
i love you lasada,5,2025-07-30 08:27:59,Lazada
ayos kau sa akin.😊,5,2025-07-30 08:27:43,Lazada
legit,5,2025-07-30 08:16:04,Lazada
good,5,2025-07-30 07:55:42,Lazada
This is the best platform compared to others. Appreciate it!,5,2025-07-30 07:37:06,Lazada
